design_id,paper_id,task_family,task_name,label_semantics,class_cardinality,class_type,dataset_ids,scheme_ids,training_description,validation_description,test_description,split_design_primary,split_design_secondary,split_unit,split_grouping,eligibility_status,exclusion_reason,evidence_ids
DES0082,P16398,security_state_classification,Cross-location IoT event classification,"control, automated, or manual IoT event",3,multiclass,DS-P16398-FIAT-TESTBED,SCH0160,Events from one documented network location,Source-location model selection,Events from another documented network location,network_holdout,directed_location_transfer,event,network_location,eligible,,EVD1744
DES0083,P16398,security_state_classification,Within-configuration IoT event classification,"control, automated, or manual IoT event",3,multiclass,DS-P16398-FIAT-TESTBED,SCH0160,Four folds per device and location,Cross-validation model selection,Held-out fold from the same device and location,cross_validation,within_device_location,event,sample_level,eligible,,EVD1743
DES0084,P16406,security_state_classification,Cross-source connection anomaly detection,malicious versus benign traffic,2,binary,DS-CIC-DDOS-2019 | DS-CIC-IDS-2017 | DS-CTU-13,SCH0161 | SCH0162 | SCH0163 | SCH0164 | SCH0165 | SCH0166 | SCH0167 | SCH0168 | SCH0169 | SCH0170,A supervised algorithm is trained on one complete labeled source trace.,No separate validation condition is reported.,A distinct complete labeled source trace with the same granularity supplies testing.,cross_dataset_source_target,all compatible source and target pairs,connection,dataset provenance before sample processing,eligible,,EVD1639
DES0085,P16406,security_state_classification,Cross-source packet anomaly detection,malicious versus benign traffic,2,binary,DS-AWID3 | DS-IEEE-IOT-INTRUSION | DS-KITSUNE,SCH0171 | SCH0172 | SCH0173,A supervised algorithm is trained on one complete labeled source trace.,No separate validation condition is reported.,A distinct complete labeled source trace with the same granularity supplies testing.,cross_dataset_source_target,all compatible source and target pairs,packet,dataset provenance before sample processing,eligible,,EVD1640
DES0086,P16406,security_state_classification,Merged-source connection anomaly detection,malicious versus benign traffic,2,binary,DS-CIC-DDOS-2019 | DS-CIC-IDS-2017 | DS-CTU-13,SCH0161 | SCH0162 | SCH0163 | SCH0164 | SCH0165 | SCH0166 | SCH0167 | SCH0168 | SCH0169 | SCH0170,Lumen merges multiple complete labeled source traces for supervised training.,No separate validation condition is reported.,A distinct source trace is retained for final evaluation.,merged_source_training_with_source_holdout,new Lumen training strategies,connection,dataset provenance before merging,eligible,,EVD1641
DES0087,P16406,security_state_classification,Merged-source packet anomaly detection,malicious versus benign traffic,2,binary,DS-AWID3 | DS-IEEE-IOT-INTRUSION | DS-KITSUNE,SCH0171 | SCH0172 | SCH0173,Lumen merges multiple complete labeled source traces for supervised training.,No separate validation condition is reported.,A distinct source trace is retained for final evaluation.,merged_source_training_with_source_holdout,new Lumen training strategies,packet,dataset provenance before merging,eligible,,EVD1642
DES0088,P16406,security_state_classification,Same-source CIC-IDS2017 Tuesday anomaly detection,malicious versus benign traffic,2,binary,DS-CIC-IDS-2017,SCH0161,A supervised Lumen classifier is trained on a split of the named trace component.,No distinct validation condition is reported.,The remaining samples from the same trace component are tested.,within_component_sample_split,same-source evaluation,connection,sample split within one day or scenario trace,eligible,,EVD1643
DES0089,P16406,security_state_classification,Same-source CIC-IDS2017 Wednesday anomaly detection,malicious versus benign traffic,2,binary,DS-CIC-IDS-2017,SCH0162,A supervised Lumen classifier is trained on a split of the named trace component.,No distinct validation condition is reported.,The remaining samples from the same trace component are tested.,within_component_sample_split,same-source evaluation,connection,sample split within one day or scenario trace,eligible,,EVD1644
DES0090,P16406,security_state_classification,Same-source CIC-IDS2017 Thursday anomaly detection,malicious versus benign traffic,2,binary,DS-CIC-IDS-2017,SCH0163,A supervised Lumen classifier is trained on a split of the named trace component.,No distinct validation condition is reported.,The remaining samples from the same trace component are tested.,within_component_sample_split,same-source evaluation,connection,sample split within one day or scenario trace,eligible,,EVD1645
DES0091,P16406,security_state_classification,Same-source CIC-DDoS2019 January 11 anomaly detection,malicious versus benign traffic,2,binary,DS-CIC-DDOS-2019,SCH0164,A supervised Lumen classifier is trained on a split of the named trace component.,No distinct validation condition is reported.,The remaining samples from the same trace component are tested.,within_component_sample_split,same-source evaluation,connection,sample split within one day or scenario trace,eligible,,EVD1646
DES0092,P16406,security_state_classification,Same-source CTU scenario 1-1 anomaly detection,malicious versus benign traffic,2,binary,DS-CTU-13,SCH0165,A supervised Lumen classifier is trained on a split of the named trace component.,No distinct validation condition is reported.,The remaining samples from the same trace component are tested.,within_component_sample_split,same-source evaluation,connection,sample split within one day or scenario trace,eligible,,EVD1647
DES0093,P16406,security_state_classification,Same-source CTU scenario 20-1 anomaly detection,malicious versus benign traffic,2,binary,DS-CTU-13,SCH0166,A supervised Lumen classifier is trained on a split of the named trace component.,No distinct validation condition is reported.,The remaining samples from the same trace component are tested.,within_component_sample_split,same-source evaluation,connection,sample split within one day or scenario trace,eligible,,EVD1648
DES0094,P16406,security_state_classification,Same-source CTU scenario 3-1 anomaly detection,malicious versus benign traffic,2,binary,DS-CTU-13,SCH0167,A supervised Lumen classifier is trained on a split of the named trace component.,No distinct validation condition is reported.,The remaining samples from the same trace component are tested.,within_component_sample_split,same-source evaluation,connection,sample split within one day or scenario trace,eligible,,EVD1649
DES0095,P16406,security_state_classification,Same-source CTU scenario 7-1 anomaly detection,malicious versus benign traffic,2,binary,DS-CTU-13,SCH0168,A supervised Lumen classifier is trained on a split of the named trace component.,No distinct validation condition is reported.,The remaining samples from the same trace component are tested.,within_component_sample_split,same-source evaluation,connection,sample split within one day or scenario trace,eligible,,EVD1650
DES0096,P16406,security_state_classification,Same-source CTU scenario 34-1 anomaly detection,malicious versus benign traffic,2,binary,DS-CTU-13,SCH0169,A supervised Lumen classifier is trained on a split of the named trace component.,No distinct validation condition is reported.,The remaining samples from the same trace component are tested.,within_component_sample_split,same-source evaluation,connection,sample split within one day or scenario trace,eligible,,EVD1651
DES0097,P16406,security_state_classification,Same-source CTU scenario 8-1 anomaly detection,malicious versus benign traffic,2,binary,DS-CTU-13,SCH0170,A supervised Lumen classifier is trained on a split of the named trace component.,No distinct validation condition is reported.,The remaining samples from the same trace component are tested.,within_component_sample_split,same-source evaluation,connection,sample split within one day or scenario trace,eligible,,EVD1652
DES0098,P16406,security_state_classification,Same-source IEEE IoT packet trace anomaly detection,malicious versus benign traffic,2,binary,DS-IEEE-IOT-INTRUSION,SCH0171,A supervised Lumen classifier is trained on a split of the named trace component.,No distinct validation condition is reported.,The remaining samples from the same trace component are tested.,within_component_sample_split,same-source evaluation,packet,sample split within one day or scenario trace,eligible,,EVD1653
DES0099,P16406,security_state_classification,Same-source Kitsune packet trace anomaly detection,malicious versus benign traffic,2,binary,DS-KITSUNE,SCH0172,A supervised Lumen classifier is trained on a split of the named trace component.,No distinct validation condition is reported.,The remaining samples from the same trace component are tested.,within_component_sample_split,same-source evaluation,packet,sample split within one day or scenario trace,eligible,,EVD1654
DES0100,P16406,security_state_classification,Same-source AWID3 packet trace anomaly detection,malicious versus benign traffic,2,binary,DS-AWID3,SCH0173,A supervised Lumen classifier is trained on a split of the named trace component.,No distinct validation condition is reported.,The remaining samples from the same trace component are tested.,within_component_sample_split,same-source evaluation,packet,sample split within one day or scenario trace,eligible,,EVD1655
DES0101,P16418,security_state_classification,DNS amplification detection,DNS amplification versus no DNS amplification,2,binary,DS-P16418-XATU-ISP-2019,SCH0174,"Chronological training on April 24 through June 12, 2019, with balanced attack and non-attack time series.","Chronological validation on June 13 through July 2, 2019.","Chronological testing on July 3 through August 1, 2019. Stable-period results exclude the first ten test days.",temporal_holdout,non_overlapping_calendar_windows,customer_time_series,time_period_before_sample_split,eligible,,EVD1753 | EVD1756 | EVD1757 | EVD1752
DES0102,P16418,security_state_classification,ICMP flood detection,ICMP flood versus no ICMP flood,2,binary,DS-P16418-XATU-ISP-2019,SCH0175,"Chronological training on April 24 through June 12, 2019, with balanced attack and non-attack time series.","Chronological validation on June 13 through July 2, 2019.","Chronological testing on July 3 through August 1, 2019. Stable-period results exclude the first ten test days.",temporal_holdout,non_overlapping_calendar_windows,customer_time_series,time_period_before_sample_split,eligible,,EVD1753 | EVD1756 | EVD1757 | EVD1752
DES0103,P16418,security_state_classification,TCP ACK flood detection,TCP ACK flood versus no TCP ACK flood,2,binary,DS-P16418-XATU-ISP-2019,SCH0176,"Chronological training on April 24 through June 12, 2019, with balanced attack and non-attack time series.","Chronological validation on June 13 through July 2, 2019.","Chronological testing on July 3 through August 1, 2019. Stable-period results exclude the first ten test days.",temporal_holdout,non_overlapping_calendar_windows,customer_time_series,time_period_before_sample_split,eligible,,EVD1753 | EVD1756 | EVD1757 | EVD1752
DES0104,P16418,security_state_classification,TCP RST flood detection,TCP RST flood versus no TCP RST flood,2,binary,DS-P16418-XATU-ISP-2019,SCH0177,"Chronological training on April 24 through June 12, 2019, with balanced attack and non-attack time series.","Chronological validation on June 13 through July 2, 2019.","Chronological testing on July 3 through August 1, 2019. Stable-period results exclude the first ten test days.",temporal_holdout,non_overlapping_calendar_windows,customer_time_series,time_period_before_sample_split,eligible,,EVD1753 | EVD1756 | EVD1757 | EVD1752
