dataset_id,canonical_name,origin_type,collection_years,capture_provenance,dataset_boundary_basis,canonical_citation_key,canonical_citation,doi,canonical_url,identity_confidence,paper_ids,scheme_ids,use_ids,evidence_ids
DS-P48443-EXPLAINWF-LIVE-TOR,ExplainWF live-Tor corpus,self_collected,,ExplainWF live-Tor corpus contains 1 retained traffic components.,The live-Tor wget2 capture has real-network provenance distinct from the Shadow-simulated traffic.,DBLP:journals/popets/JansenW23,Rob Jansen; Ryan Wails. 2023. Data-Explainable Website Fingerprinting with Network Simulation. PETS/PoPETs.,10.56553/popets-2023-0125,https://explainwf-popets2023.github.io,high,P48443,SCH0447,USE0277,EVD0644 | EVD1091 | EVD2264 | EVD2266 | EVD2267 | EVD2270
DS-P48443-EXPLAINWF-SHADOW,ExplainWF Shadow-simulation corpus,self_collected,,ExplainWF Shadow-simulation corpus contains 10 retained traffic components.,The initial Shadow capture and the load-by-seed matrix are simulation configurations within one Shadow-generated corpus.,DBLP:journals/popets/JansenW23,Rob Jansen; Ryan Wails. 2023. Data-Explainable Website Fingerprinting with Network Simulation. PETS/PoPETs.,10.56553/popets-2023-0125,https://explainwf-popets2023.github.io,high,P48443,SCH0446,USE0278,EVD0468 | EVD0492 | EVD0494 | EVD0537 | EVD0560 | EVD0665 | EVD0666 | EVD0728 | EVD0770 | EVD0772 | EVD1092 | EVD1093 | EVD1094 | EVD1095 | EVD2265 | EVD2266 | EVD2267 | EVD2268 | EVD2269 | EVD2270
DS-P48659-LONGENOUGH,LongEnough video-streaming corpus,self_collected,,LongEnough video-streaming corpus contains 2 retained traffic components.,Fixed and variable-bandwidth traces are conditions within one LongEnough corpus.,DBLP:journals/popets/HasselquistWCJC24,David Hasselquist; Ethan Witwer; August Carlson; Niklas Johansson; Niklas Carlsson. 2024. Raising the Bar: Improved Fingerprinting Attacks and Defenses for Video Streaming Traffic. PETS/PoPETs.,10.56553/popets-2024-0112,https://github.com/trafnex/raising-the-bar,high,P48659,SCH0448,USE0279,EVD0589 | EVD0744 | EVD1096 | EVD1097 | EVD1098 | EVD2271 | EVD2272 | EVD2273
DS-P48723-TEX-2022,T.EX multi-browser crawl 2022,external_reused,2022,"Six Chrome, six Brave, and four successful Firefox crawls of the Tranco top 10,000 run on separate AWS instances in Frankfurt on August 12, 2022.",One coordinated multi-browser crawl with shared site list and collection day.,p48723,Beyond the Request: Harnessing HTTP Response Headers for Cross-Browser Web Tracker Detection in an Imbalanced Setting.,10.56553/popets-2025-0007,https://doi.org/10.56553/POPETS-2025-0007,high,P48723,SCH0449,USE0281,EVD1682 | EVD1683 | EVD1684 | EVD1685 | EVD1881
DS-P48723-TEX-2023,T.EX Chrome crawl 2023,paper_self_collected,2023,"A new Chrome crawl visits the Tranco top 10,000 selected on March 29, 2023 using the same T.EX methodology.",Independent one-year-later Chrome crawl.,p48723,Beyond the Request: Harnessing HTTP Response Headers for Cross-Browser Web Tracker Detection in an Imbalanced Setting.,10.56553/popets-2025-0007,https://doi.org/10.56553/POPETS-2025-0007,high,P48723,SCH0450,USE0280,EVD1685 | EVD1882
DS-PEERRUSH,PeerRush,external_reused,,"Peer-to-peer application traffic collected and released for the PeerRush study. || P2P application traffic from eMule, uTorrent, and Vuze introduced by Rahbarinia et al.",Retained as a separately named or independently provenanced traffic corpus.,rahbarinia2013peerrush,"Babak Rahbarinia, Roberto Perdisci, Andrea Lanzi, and Kang Li. 2013. PeerRush: Mining for Unwanted P2P Traffic. DIMVA, 62-82.",10.1007/978-3-642-39235-1_4,https://doi.org/10.1007/978-3-642-39235-1_4,high,P17899 | P38761 | P39771,SCH0209 | SCH0238 | SCH0260,USE0125 | USE0149 | USE0170,EVD0633 | EVD0682 | EVD1099 | EVD1766 | EVD1767 | EVD1768 | EVD1769 | EVD2042 | EVD2073
DS-PINGPONG-IOT,PingPong IoT traffic corpus,external_reused,,US packet-level smart-home device/activity traffic collected for PingPong.,Retained as a separately named or independently provenanced traffic corpus.,trimananda2020pingpong,"Rahmadi Trimananda, Janus Varmarken, Athina Markopoulou, and Brian Demsky. 2020. Packet-Level Signatures for Smart Home Devices. In NDSS.",,https://athinagroup.eng.uci.edu/projects/pingpong/data/,high,P42427 | P48305,SCH0289 | SCH0439,USE0188 | USE0269,EVD0557 | EVD1100 | EVD1101 | EVD1656 | EVD1859 | EVD2235
DS-QUIC-2019,QUIC2019,external_reused,2018 to 2019,Encrypted QUIC application traffic corpus introduced by Rezaei and Liu.,Retained as a named independently provenanced traffic corpus.,rezaei2018quicfewlabels,Shahbaz Rezaei and Xin Liu. 2018. How to Achieve High Classification Accuracy with Just a Few Labels: A Semi-supervised Approach Using Sampled Packets.,,,high,P11328,SCH0008,USE0008,EVD1689 | EVD1690 | EVD1691
DS-RECON-APPVERSIONS,ReCon AppVersions mobile-app traffic corpus,external_reused,,Mobile-app traffic collected through the ReCon system across Android app versions; AppVersions is the longitudinal evaluation view.,Retained as a separately named or independently provenanced traffic corpus.,ren2018appversions,"Jingjing Ren, Martina Lindorfer, Daniel J. Dubois, Ashwin Rao, David Choffnes, and Narseo Vallina-Rodriguez. 2018. Bug Fixes, Improvements, ... and Privacy Leaks: A Longitudinal Study of PII Leaks Across Android App Versions. NDSS.",10.14722/ndss.2018.23143,https://doi.org/10.14722/ndss.2018.23143,high,P17818,SCH0196 | SCH0203,USE0120,EVD0723 | EVD1102 | EVD1103 | EVD1104 | EVD1765 | EVD2009 | EVD2014
DS-SHAME-ALEXA-2021,SHAME Alexa voice-command dataset,external_reused,,"Amazon Echo Dot second-generation traffic for 20 commands, 800 samples per command, collected for Hyland et al.",Retained as a separately named or independently provenanced traffic corpus.,hyland2021shame,"Jack Hyland et al. 2021. What a SHAME: Smart Assistant Hyper-sensitive Audio Monitoring Eavesdropping. WPES, 237-243.",10.1145/3463676.3485615,https://doi.org/10.1145/3463676.3485615,high,P14374,SCH0070,USE0031,EVD0626 | EVD1105 | EVD1106 | EVD1915
DS-SIVANATHAN-IOT-2018,Sivanathan smart-home IoT traffic corpus,external_reused,2016,"Single Australian smart-environment IoT packet capture published by Sivanathan et al.; 'UNSW' and 'Sivanathan dataset' are aliases in the audited papers. || Eight-day smart-home IoT capture from September 2016 with approximately 134,000 connections.",Retained as a separately named or independently provenanced traffic corpus.,sivanathan2019iot,"Arunan Sivanathan, Hassan Habibi Gharakheili, Franco Loi, Adam Radford, Chamith Wijenayake, Arun Vishwanath, and Vijay Sivaraman. 2019. Classifying IoT Devices in Smart Environments Using Network Traffic Characteristics. IEEE Transactions on Mobile Computing 18(8), 1745-1759.",10.1109/TMC.2018.2866249,https://doi.org/10.1109/TMC.2018.2866249,high,P38630 | P38868 | P48305,SCH0234 | SCH0241 | SCH0426,USE0147 | USE0154 | USE0275,EVD0462 | EVD0725 | EVD0732 | EVD0768 | EVD1107 | EVD1108 | EVD1109 | EVD1192 | EVD1815 | EVD2037 | EVD2038 | EVD2046 | EVD2236
DS-SJTU-AN21,SJTU-AN21,external_reused,,Anonymity-network traffic introduced by Zhao et al.; the released test partition was collected separately in a different network environment from training.,Retained as a separately named or independently provenanced traffic corpus.,zhao2022sjtuan21,"Ruijie Zhao, Xianwen Deng, Yanhao Wang, Libo Chen, Ming Liu, Zhi Xue, and Yijun Wang. 2022. Flow Sequence-Based Anonymity Network Traffic Identification with Residual Graph Convolutional Networks. IEEE/ACM IWQoS, 1-10.",10.1109/IWQoS54832.2022.9812882,https://doi.org/10.1109/IWQoS54832.2022.9812882,high,P46427,SCH0371,USE0241,EVD0526 | EVD1110 | EVD1111 | EVD2173
DS-STRATOSPHERE-CURRENT-MALWARE-2013-2018-BOTECTION,BOTection-selected Stratosphere malware captures (2013-2018),external_reused,2013 | 2018,Later botnet traffic captures dated 2013-2018 downloaded from the Stratosphere IPS Project; independent from the older CTU-13 scenarios.,Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/ccs/AlahmadiMSSM20,Bushra A. AlAhmadi; Enrico Mariconti; Riccardo Spolaor; Gianluca Stringhini; Ivan Martinovic. 2020. BOTection: Bot Detection by Building Markov Chain Models of Bots Network Behavior. AsiaCCS.,10.1145/3320269.3372202,https://doi.org/10.1145/3320269.3372202,low,P13883,SCH0030,USE0020,EVD0625 | EVD1112 | EVD1113 | EVD1696 | EVD1898
DS-STRATOSPHERE-IOT-MALWARE-NETML,nPrintML/netML-selected Stratosphere IoT malware traffic,external_reused,,IoT malware packet captures selected from the Stratosphere Malware Capture Facility Project for netML.,Retained as a separately named or independently provenanced traffic corpus.,DBLP:conf/ccs/HollandSFM21,Jordan Holland; Paul Schmitt; Nick Feamster; Prateek Mittal. 2021. New Directions in Automated Traffic Analysis. ACM CCS.,10.1145/3460120.3484758,https://doi.org/10.1145/3460120.3484758,low,P14774,SCH0085,USE0041,EVD0578 | EVD1114 | EVD1937
DS-STREAMING-VIDEO-PROVIDERS-BRONZINO-2019,Bronzino et al. streaming-video provider corpus,external_reused,,Encrypted streaming-video traffic collected across providers for video-quality inference.,Retained as a separately named or independently provenanced traffic corpus.,schmitt2019videoquality,"Paul Schmitt, Francesco Bronzino, Sara Ayoubi, Guilherme Martins, Renata Teixeira, and Nick Feamster. 2019. Inferring Streaming Video Quality from Encrypted Traffic: Practical Models and Deployment Experience. Proceedings of the ACM on Measurement and Analysis of Computing Systems 3(3), 1-25.",10.1145/3366704,https://doi.org/10.1145/3366704,high,P14774,SCH0083,USE0040,EVD0596 | EVD1115 | EVD1938
DS-SUCURI-SSDP-2014,Sucuri SSDP DDoS trace,external_reused,2014,SSDP DDoS traffic documented in the Sucuri analysis and used in generated ZAPDOS scenarios.,Independently documented attack source with distinct provenance.,ds_sucuri_ssdp_2014,Quick Analysis of a DDoS Attack Using SSDP. Sucuri 2014.,,https://blog.sucuri.net/2014/09/quick-analysis-of-a-ddos-attack-using-ssdp.html,high,P41311,SCH0272,USE0178,EVD1849 | EVD1850
DS-TII-SSRC-23,TII-SSRC-23,external_reused,2023,"Public intrusion-detection packet captures with benign media traffic, brute-force traffic, and Mirai traffic.",Retained as the separately named TII-SSRC-23 release.,herzalla2023tii_ssrc_23,"Dania Herzalla, Willian T. Lunardi, and Martin Andreoni. 2023. TII-SSRC-23 Dataset: Typological Exploration of Diverse Traffic Patterns for Intrusion Detection. IEEE Access.",,https://doi.org/10.1109/ACCESS.2023.3322410,high,P43680,SCH0339,USE0221,EVD1865 | EVD1869
DS-TIKTOK-LIVE-WALKIE-TALKIE-2019,Tik-Tok real-world Walkie-Talkie corpus,self_collected,,"Fresh live Tor traffic collected with a real-world Walkie-Talkie implementation rather than offline simulation. || Live Tor capture distributed with the Tik-Tok study, containing monitored and unmonitored website traces under the Walkie-Talkie setting.",Retained as a separately named or independently provenanced traffic corpus.,DBLP:journals/popets/RahmanSMG020,Mohammad Saidur Rahman; Payap Sirinam; Nate Mathews; Kantha Girish Gangadhara; Matthew Wright. 2020. Tik-Tok: The Utility of Packet Timing in Website Fingerprinting Attacks. PETS/PoPETs.,10.2478/popets-2020-0043,https://doi.org/10.2478/POPETS-2020-0043,high,P43026 | P48205,SCH0331 | SCH0408,USE0214 | USE0258,EVD0556 | EVD0730 | EVD1116 | EVD1117 | EVD2134 | EVD2136 | EVD2221
DS-TON-IOT,ToN-IoT,external_reused,,"Underlying ToN-IoT traffic capture represented in the evaluated paper as NF-ToN-IoT-V2; NetFlow V2 feature extraction is a transformation, not a new capture.",Retained as a separately named or independently provenanced traffic corpus.,moustafa2021toniot,"Nour Moustafa. 2021. A New Distributed Architecture for Evaluating AI-Based Security Systems at the Edge: Network ToN-IoT Datasets. Sustainable Cities and Society 72, 102994.",10.1016/j.scs.2021.102994,https://doi.org/10.1016/j.scs.2021.102994,high,P46578,SCH0387,USE0248,EVD0646 | EVD0716 | EVD1118 | EVD1119 | EVD2185
DS-UAV-ACTIVITY-LABAYEN-2020,UAV user-activity traffic dataset,external_reused,,User-activity network traffic corpus for unmanned aerial vehicle activity classification.,Retained as a separately named or independently provenanced traffic corpus.,labayen2020uav,V. Labayen et al. 2020. Online classification of user activities using machine learning on network traffic. Computer Networks.,,https://doi.org/10.17632/5pmnkshffm.3,high,P42690,SCH0317,USE0207,EVD0598 | EVD1120 | EVD1121 | EVD2117
DS-UNSW-NB15,UNSW-NB15,external_reused,,UNSW Canberra synthetic/realistic network intrusion traffic capture. || Synthetic/realistic normal and attack network traffic generated at UNSW Canberra Cyber Range Lab.,Retained as a separately named or independently provenanced traffic corpus.,moustafa2015unswnb15,Nour Moustafa and Jill Slay. 2015. UNSW-NB15: A Comprehensive Data Set for Network Intrusion Detection Systems. In MilCIS. IEEE.,,https://unsw-my.sharepoint.com/:f:/g/personal/z5025758_ad_unsw_edu_au/EnuQZZn3XuNBjgfcUu4DIVMBLCHyoLHqOswirpOQifr1ag?e=gKWkLS,high,P12361 | P13937 | P16208 | P26148 | P38798,SCH0018 | SCH0032 | SCH0033 | SCH0034 | SCH0035 | SCH0133 | SCH0229 | SCH0239,USE0012 | USE0023 | USE0078 | USE0141 | USE0153,EVD0678 | EVD0756 | EVD1122 | EVD1123 | EVD1124 | EVD1125 | EVD1126 | EVD1127 | EVD1128 | EVD1692 | EVD1693 | EVD1694 | EVD1695 | EVD1697 | EVD1698 | EVD1699 | EVD1700 | EVD1732 | EVD1734 | EVD1802 | EVD1809 | EVD1812 | EVD1813 | EVD2044
DS-USTC-TFC-2016,USTC-TFC2016,external_reused,,One released traffic corpus containing ten benign traffic categories and ten malware categories; model-specific preprocessing does not create a new dataset. || Benign and malware traffic corpus released with Wang et al.'s CNN study. || One released traffic corpus containing ten benign traffic categories and ten malware categories; task-specific selections and injected malware subsets remain the same underlying capture.,Retained as a separately named or independently provenanced traffic corpus.,wang2017ustctfc,"Wei Wang, Ming Zhu, Xuewen Zeng, Xin Ye, and Yiqiang Sheng. 2017. Malware Traffic Classification Using Convolutional Neural Network for Representation Learning. In International Conference on Information Networking (ICOIN), 712-717.",,https://github.com/yungshenglu/USTC-TFC2016,high,P07480 | P35345 | P39064 | P39804 | P41766 | P45261 | P46427 | P47085,SCH0006 | SCH0232 | SCH0244 | SCH0261 | SCH0277 | SCH0355 | SCH0369 | SCH0396 | SCH0398,USE0004 | USE0145 | USE0159 | USE0173 | USE0186 | USE0230 | USE0242 | USE0250,EVD0454 | EVD0465 | EVD0482 | EVD0507 | EVD0530 | EVD0552 | EVD0641 | EVD0653 | EVD0672 | EVD0691 | EVD1129 | EVD1130 | EVD1887 | EVD2034 | EVD2053 | EVD2081 | EVD2101 | EVD2159 | EVD2176 | EVD2187 | EVD2191
DS-WALSH-VIDEO-2024,Walsh et al. Vimeo streaming corpus,external_reused,,Walsh et al. Vimeo streaming corpus contains 2 retained traffic components.,HTTPS and Tor are transport conditions within the same Vimeo streaming corpus.,walsh2024video,"Tim Walsh, Trevor Thomas, and Armon Barton. 2024. Exploring the Capabilities and Limitations of Video Stream Fingerprinting. IEEE Security and Privacy Workshops.",10.1109/SPW63631.2024.00008,https://doi.org/10.1109/SPW63631.2024.00008,high,P48758,SCH0451 | SCH0452 | SCH0494 | SCH0495,USE0309,EVD0510 | EVD0687 | EVD0688 | EVD0733 | EVD1131 | EVD1132 | EVD1133 | EVD2275 | EVD2277 | EVD2279 | EVD2599 | EVD2600 | EVD2601 | EVD2602 | EVD2603 | EVD2604 | EVD2605 | EVD2606 | EVD2607 | EVD2608 | EVD2609 | EVD2610 | EVD2611 | EVD2612 | EVD2613 | EVD2614 | EVD2615 | EVD2616
DS-WANG-WF-2014,Wang et al. 2014 website-fingerprinting corpus,external_reused,,Tor website traces from the Wang et al. USENIX Security study. || Tor website traces from the Wang et al. USENIX Security study; Wang100/Wang9000 and other class/open-world selections are partitions of this one capture lineage.,Retained as a separately named or independently provenanced traffic corpus.,wang2014wangwf,"Tao Wang, Xiang Cai, Rishab Nithyanand, Rob Johnson, and Ian Goldberg. 2014. Effective Attacks and Provable Defenses for Website Fingerprinting. In USENIX Security.",,https://www.cs.sfu.ca/~taowang/wf/data/,high,P16217 | P41557 | P46522 | P48207,SCH0135 | SCH0138 | SCH0275 | SCH0383 | SCH0410,USE0080 | USE0180 | USE0244 | USE0261,EVD0477 | EVD0731 | EVD0745 | EVD0776 | EVD1134 | EVD1135 | EVD1962 | EVD1963 | EVD2092 | EVD2180 | EVD2224
DS-WHISPER-MALICIOUS-TRAFFIC,Whisper malicious traffic corpus,external_reused,,Named malicious traffic benchmark released with Whisper.,Retained as a named independently provenanced corpus.,,,,,high,P15558 | P16248,SCH0108 | SCH0158,USE0054 | USE0096,EVD1710 | EVD1711 | EVD1712 | EVD1714 | EVD1738 | EVD1739 | EVD1740 | EVD1741
DS-YOURTHINGS-2019,YourThings IoT traffic corpus,external_reused,,US smart-home/IoT traffic captured for the YourThings/SoK study.,Retained as a separately named or independently provenanced traffic corpus.,alrawi2019yourthings,"Omar Alrawi, Chaz Lever, Manos Antonakakis, and Fabian Monrose. 2019. SoK: Security Evaluation of Home-Based IoT Deployments. IEEE Symposium on Security and Privacy, 1362-1380.",10.1109/SP.2019.00013,https://doi.org/10.1109/SP.2019.00013,high,P48305,SCH0418 | SCH0422 | SCH0427 | SCH0428 | SCH0433 | SCH0435 | SCH0441,USE0276,EVD0499 | EVD1136 | EVD1137 | EVD2237 | EVD2243 | EVD2244 | EVD2245 | EVD2246 | EVD2247 | EVD2248 | EVD2249 | EVD2250 | EVD2251 | EVD2252 | EVD2253 | EVD2254 | EVD2255 | EVD2256 | EVD2257 | EVD2258 | EVD2259 | EVD2260
