rq1_scheme_decision_id,scheme_id,paper_id,dataset_id,dimension,outcome,condition_pair,complete_class_count,common_pair_class_count,complete_scheme_verified,stable_semantics_verified,condition_membership_recoverable,fresh_parent_traffic_both_values,evidence_ids,decision_basis,confidence
R1S0128,SCH0057,P14188,DS-AWF-2017,network,not_documented,NCM superior vs NCM inferior,100,69,yes,unknown,unknown,unknown,EVD1195,"A paper-selected 69-site subset can be partitioned into superior and inferior NCM groups for every class. NCM is an outcome-derived network-quality composite, not an isolated or operational access-network factor.",high
R1S0129,SCH0057,P14188,DS-AWF-2017,temporal,not_documented,early versus late batch within each 14-day group,100,900,yes,unknown,unknown,unknown,EVD1176,"CW900 is partitionable into class-overlapping early/late samples, but the documented span is far below 3, 6, or 12 months.",high
R1S0130,SCH0058,P14188,DS-P14188-PRIVATE-RELAY-WF-2022,client,documented_no_support,,100,,yes,unknown,unknown,unknown,EVD0914,Physical MacBooks share one reported stack/account.,high
R1S0131,SCH0058,P14188,DS-P14188-PRIVATE-RELAY-WF-2022,network,documented_no_support,Private Relay mode 1 | Private Relay mode 2,100,100,yes,unknown,unknown,unknown,EVD0915,Both Private Relay modes are collected from one campus access network. Private Relay state changes an overlay route and is excluded as a network condition.,high
R1S0132,SCH0058,P14188,DS-P14188-PRIVATE-RELAY-WF-2022,temporal,not_documented,,100,,yes,unknown,unknown,unknown,EVD1907,The available sources do not document class-to-condition membership well enough to establish dataset-level feasibility.,low
R1S0133,SCH0059,P14255,DS-P14255-CAPSULEFORMER-DAPP-2022,client,documented_no_support,,10,,yes,unknown,unknown,unknown,EVD0917,One Chrome browser on one computer is reported.,high
R1S0134,SCH0059,P14255,DS-P14255-CAPSULEFORMER-DAPP-2022,network,not_documented,,10,,yes,unknown,unknown,unknown,EVD0918,Chain ecosystem is intertwined with labels and is not an orthogonal access network.,medium
R1S0135,SCH0059,P14255,DS-P14255-CAPSULEFORMER-DAPP-2022,temporal,documented_no_support,,10,,yes,unknown,unknown,unknown,EVD0919,One approximately two-week campaign provides no recollection.,high
R1S0136,SCH0060,P14374,DS-P14374-WHISPERVOICETRACE,client,documented_no_support,,427,,yes,unknown,unknown,unknown,EVD0921,One Pixel and one Voice Match profile are used.,high
R1S0137,SCH0060,P14374,DS-P14374-WHISPERVOICETRACE,network,documented_no_support,single campus collection network | no second qualifying network,427,,yes,unknown,unknown,unknown,EVD1913,"The complete closed-world scheme uses one campus collection network. Configured service countries are remote-service settings, not client access networks.",high
R1S0138,SCH0060,P14374,DS-P14374-WHISPERVOICETRACE,temporal,documented_no_support,,427,,yes,unknown,unknown,unknown,EVD0927,One crawler campaign is reported with no independent per-command recollection.,medium
R1S0139,SCH0061,P14374,DS-P14374-WHISPERVOICETRACE,client,documented_no_support,voice-assistant configuration at location 1 | voice-assistant configuration at location 2,5,20,yes,unknown,unknown,unknown,EVD0920,"Each of the five location labels is tied to one device and country configuration, so the full label set does not recur under either client value.",high
R1S0140,SCH0061,P14374,DS-P14374-WHISPERVOICETRACE,network,not_documented,any two configured countries,5,20,yes,unknown,unknown,unknown,EVD0922,"The subset spans five configured regions, not five access networks; all campus traffic and country is aliased with device.",high
R1S0141,SCH0061,P14374,DS-P14374-WHISPERVOICETRACE,temporal,not_documented,,5,,yes,unknown,unknown,unknown,EVD1920,The available sources do not document class-to-condition membership well enough to establish dataset-level feasibility.,low
R1S0142,SCH0062,P14374,DS-P14374-WHISPERVOICETRACE,client,not_documented,,295,,yes,unknown,unknown,unknown,EVD0923,"Five devices are reported, but the full 300-command device map is absent.",medium
R1S0143,SCH0062,P14374,DS-P14374-WHISPERVOICETRACE,network,documented_no_support,single campus collection network | no second qualifying network,295,,yes,unknown,unknown,unknown,EVD0923,The complete scheme uses one campus collection network. Country and human-factor settings do not supply a second common physical-network value.,high
R1S0144,SCH0062,P14374,DS-P14374-WHISPERVOICETRACE,temporal,documented_no_support,,295,,yes,unknown,unknown,unknown,EVD0926,"All instances of one command finish before the next command, aligning time with class rather than repeating each class.",high
R1S0145,SCH0063,P14374,DS-DEEPVC-ALEXA-2019,client,documented_no_support,,100,0,yes,unknown,unknown,unknown,EVD1165,"Human-speaker diversity does not establish hardware, OS, or client-software diversity.",high
R1S0146,SCH0063,P14374,DS-DEEPVC-ALEXA-2019,network,not_documented,,100,,yes,unknown,unknown,unknown,EVD1914,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0147,SCH0063,P14374,DS-DEEPVC-ALEXA-2019,temporal,not_documented,,100,,yes,unknown,unknown,unknown,EVD1914,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0148,SCH0064,P14374,DS-P14374-WHISPERVOICETRACE,client,not_documented,,300,,yes,unknown,unknown,unknown,EVD0923,"Five devices are reported, but the full 300-command device map is absent.",medium
R1S0149,SCH0064,P14374,DS-P14374-WHISPERVOICETRACE,network,not_documented,,300,,yes,unknown,unknown,unknown,EVD0923,The full corpus uses one campus network; country captures cover only the 20-command subset.,medium
R1S0150,SCH0064,P14374,DS-P14374-WHISPERVOICETRACE,temporal,documented_no_support,,300,,yes,unknown,unknown,unknown,EVD0926,"All instances of one command finish before the next command, aligning time with class rather than repeating each class.",high
R1S0151,SCH0065,P14374,DS-P14374-WHISPERVOICETRACE,client,supported,two documented device models paired with countries,20,20,yes,yes,yes,yes,EVD0920,"All 20 commands span five devices, but each device is paired with one country.",high
R1S0152,SCH0065,P14374,DS-P14374-WHISPERVOICETRACE,network,not_documented,any two configured countries,20,20,yes,unknown,unknown,unknown,EVD0922,"The subset spans five configured regions, not five access networks; all campus traffic and country is aliased with device.",high
R1S0153,SCH0065,P14374,DS-P14374-WHISPERVOICETRACE,temporal,not_documented,,20,,yes,unknown,unknown,unknown,EVD1917 | EVD1918 | EVD1919,The available sources do not document class-to-condition membership well enough to establish dataset-level feasibility.,low
R1S0154,SCH0066,P14374,DS-P14374-WHISPERVOICETRACE,client,not_documented,,24,,yes,unknown,unknown,unknown,EVD0923,"Five devices are reported, but the full 300-command device map is absent.",medium
R1S0155,SCH0066,P14374,DS-P14374-WHISPERVOICETRACE,network,not_documented,,24,,yes,unknown,unknown,unknown,EVD0923,The full corpus uses one campus network; country captures cover only the 20-command subset.,medium
R1S0156,SCH0066,P14374,DS-P14374-WHISPERVOICETRACE,temporal,documented_no_support,,24,,yes,unknown,unknown,unknown,EVD0926,"All instances of one command finish before the next command, aligning time with class rather than repeating each class.",high
R1S0157,SCH0067,P14374,DS-P14374-WHISPERVOICETRACE,client,not_documented,,300,,yes,unknown,unknown,unknown,EVD0923,"Five devices are reported, but the full 300-command device map is absent.",medium
R1S0158,SCH0067,P14374,DS-P14374-WHISPERVOICETRACE,network,not_documented,,300,,yes,unknown,unknown,unknown,EVD0923,The full corpus uses one campus network; country captures cover only the 20-command subset.,medium
R1S0159,SCH0067,P14374,DS-P14374-WHISPERVOICETRACE,temporal,documented_no_support,,300,,yes,unknown,unknown,unknown,EVD0926,"All instances of one command finish before the next command, aligning time with class rather than repeating each class.",high
R1S0160,SCH0068,P14374,DS-P14374-WHISPERVOICETRACE,client,not_documented,,8,,yes,unknown,unknown,unknown,EVD0923,"Five devices are reported, but the full 300-command device map is absent.",medium
R1S0161,SCH0068,P14374,DS-P14374-WHISPERVOICETRACE,network,not_documented,,8,,yes,unknown,unknown,unknown,EVD0923,The full corpus uses one campus network; country captures cover only the 20-command subset.,medium
R1S0162,SCH0068,P14374,DS-P14374-WHISPERVOICETRACE,temporal,documented_no_support,,8,,yes,unknown,unknown,unknown,EVD0926,"All instances of one command finish before the next command, aligning time with class rather than repeating each class.",high
R1S0163,SCH0069,P14374,DS-P14374-WHISPERVOICETRACE,client,not_documented,,8,,yes,unknown,unknown,unknown,EVD0923,"Five devices are reported, but the full 300-command device map is absent.",medium
R1S0164,SCH0069,P14374,DS-P14374-WHISPERVOICETRACE,network,documented_no_support,single campus collection network | no second qualifying network,8,,yes,unknown,unknown,unknown,EVD0923,The complete scheme was collected on one campus network. Country settings are remote-service configurations and cover only the 20-command subset.,high
R1S0165,SCH0069,P14374,DS-P14374-WHISPERVOICETRACE,temporal,documented_no_support,,8,,yes,unknown,unknown,unknown,EVD0926,"All instances of one command finish before the next command, aligning time with class rather than repeating each class.",high
R1S0166,SCH0070,P14374,DS-SHAME-ALEXA-2021,client,documented_no_support,,20,0,yes,unknown,unknown,unknown,EVD1105,The documented version contains only the named single condition for this label view.,high
R1S0167,SCH0070,P14374,DS-SHAME-ALEXA-2021,network,not_documented,,20,,yes,unknown,unknown,unknown,EVD1915,"Access network, provider, site, and per-command network mappings are not reported.",low
R1S0168,SCH0070,P14374,DS-SHAME-ALEXA-2021,temporal,not_documented,,20,,yes,unknown,unknown,unknown,EVD1915,Collection dates and per-command temporal grouping are not reported.,low
R1S0169,SCH0071,P14374,DS-P14374-WHISPERVOICETRACE,client,not_documented,,24,,yes,unknown,unknown,unknown,EVD0923,"Five devices are reported, but the full 300-command device map is absent.",medium
R1S0170,SCH0071,P14374,DS-P14374-WHISPERVOICETRACE,network,not_documented,,24,,yes,unknown,unknown,unknown,EVD0923,The full corpus uses one campus network; country captures cover only the 20-command subset.,medium
R1S0171,SCH0071,P14374,DS-P14374-WHISPERVOICETRACE,temporal,documented_no_support,,24,,yes,unknown,unknown,unknown,EVD0926,"All instances of one command finish before the next command, aligning time with class rather than repeating each class.",high
R1S0172,SCH0072,P14374,DS-P14374-WHISPERVOICETRACE,client,not_documented,,24,,yes,unknown,unknown,unknown,EVD0923,"Five devices are reported, but the full 300-command device map is absent.",medium
R1S0173,SCH0072,P14374,DS-P14374-WHISPERVOICETRACE,network,not_documented,,24,,yes,unknown,unknown,unknown,EVD0923,The full corpus uses one campus network; country captures cover only the 20-command subset.,medium
R1S0174,SCH0072,P14374,DS-P14374-WHISPERVOICETRACE,temporal,documented_no_support,,24,,yes,unknown,unknown,unknown,EVD0926,"All instances of one command finish before the next command, aligning time with class rather than repeating each class.",high
R1S0175,SCH0073,P14413,DS-P14413-DKF,client,not_documented,,273,,yes,unknown,unknown,unknown,EVD0930,Exact stack crossing between campaigns is not documented.,medium
R1S0176,SCH0073,P14413,DS-P14413-DKF,network,not_documented,,273,,yes,unknown,unknown,unknown,EVD0930,The drift campaign access network is not independently specified.,medium
R1S0177,SCH0073,P14413,DS-P14413-DKF,temporal,supported,DDGbase vs DDGdrift,273,273,yes,yes,yes,yes,EVD0932,Identical 273 keywords are freshly recollected after a stated gap over one year.,high
R1S0178,SCH0074,P14413,DS-P14413-DKF,client,not_documented,,258,,yes,unknown,unknown,unknown,EVD0929,Instances are replication; distinct client stacks are not documented.,medium
R1S0179,SCH0074,P14413,DS-P14413-DKF,network,documented_no_support,,258,,yes,unknown,unknown,unknown,EVD0928,Bingbase uses one campus network.,high
R1S0180,SCH0074,P14413,DS-P14413-DKF,temporal,supported,early vs late Bingbase batch,258,258,yes,yes,yes,yes,EVD0931,Each class is queried in 50 batches; approximate month bounds only possibly meet three months.,high
R1S0181,SCH0075,P14413,DS-P14413-DKF,client,not_documented,,258,,yes,unknown,unknown,unknown,EVD0930,Exact stack crossing between campaigns is not documented.,medium
R1S0182,SCH0075,P14413,DS-P14413-DKF,network,not_documented,,258,,yes,unknown,unknown,unknown,EVD0930,The drift campaign access network is not independently specified.,medium
R1S0183,SCH0075,P14413,DS-P14413-DKF,temporal,not_documented,DDGbase vs DDGdrift,258,273,yes,unknown,unknown,unknown,EVD0932,Identical 273 keywords are freshly recollected after a stated gap over one year.,high
R1S0184,SCH0076,P14441,DS-CIC-ANDMAL-2017,client,not_documented,,2,,yes,yes,unknown,unknown,EVD1704 | EVD1701 | EVD1703 | EVD1702,The available paper and dataset evidence does not map every label to two recoverable client values.,medium
R1S0185,SCH0076,P14441,DS-CIC-ANDMAL-2017,network,documented_no_support,,2,,yes,yes,yes,no,EVD1704 | EVD1701 | EVD1703 | EVD1702,The complete scheme comes from one documented benchmark testbed or capture environment rather than two network values shared by every label.,high
R1S0186,SCH0076,P14441,DS-CIC-ANDMAL-2017,temporal,not_documented,,2,,yes,yes,unknown,unknown,EVD1704 | EVD1701 | EVD1703 | EVD1702,The available paper and dataset evidence does not map every label to two recoverable temporal values.,medium
R1S0187,SCH0077,P14441,DS-P14441-ZOOBAZAAR2024,client,documented_no_support,,2,,yes,yes,yes,no,EVD1701,All application executions use the same documented Android Emulator 31.1.4.0 client environment.,high
R1S0188,SCH0077,P14441,DS-P14441-ZOOBAZAAR2024,network,not_documented,,2,,yes,yes,unknown,unknown,EVD1704 | EVD1701 | EVD1703 | EVD1702,The available paper and dataset evidence does not map every label to two recoverable network values.,medium
R1S0189,SCH0077,P14441,DS-P14441-ZOOBAZAAR2024,temporal,not_documented,,2,,yes,yes,unknown,unknown,EVD1704 | EVD1701 | EVD1703 | EVD1702,The available paper and dataset evidence does not map every label to two recoverable temporal values.,medium
R1S0190,SCH0078,P14774,DS-ISCX-VPN-2016,client,not_documented,,31,,yes,unknown,unknown,unknown,EVD1944 | EVD1945,The evaluated paper does not report a class-to-condition map for this paper-specific label view.,low
R1S0191,SCH0078,P14774,DS-ISCX-VPN-2016,network,not_documented,,31,,yes,unknown,unknown,unknown,EVD1944 | EVD1945,The source is explicitly the non-VPN subset. That establishes only one overlay-status level and does not document class-crossed access-network or upstream-provider conditions.,low
R1S0192,SCH0078,P14774,DS-ISCX-VPN-2016,temporal,not_documented,,31,,yes,unknown,unknown,unknown,EVD1944 | EVD1945,The recreated task is randomly split and no per-class capture-date map is reported; no temporal feasibility can be inferred.,low
R1S0193,SCH0079,P14774,DS-CIC-IDS-2017,client,documented_no_support,,3,,yes,unknown,unknown,unknown,EVD1933,Operating system is the target label in this view and cannot also serve as an orthogonal client condition.,high
R1S0194,SCH0079,P14774,DS-CIC-IDS-2017,network,not_documented,,3,,yes,unknown,unknown,unknown,EVD1933,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0195,SCH0079,P14774,DS-CIC-IDS-2017,temporal,not_documented,,3,,yes,unknown,unknown,unknown,EVD1933,Class-to-condition mapping was not reported clearly enough to establish coverage.,low
R1S0196,SCH0080,P14774,DS-CROSS-PLATFORM-2017,client,not_documented,,3,,yes,unknown,unknown,unknown,EVD1939 | EVD1940,The evaluated paper does not report a class-to-condition map for this paper-specific label view.,low
