rq2_design_decision_id,design_id,paper_id,scheme_ids,dimension,outcome,condition_pair,complete_scheme_verified,condition_grouping_before_sample_split,parent_captures_disjoint,condition_status,evidence_ids,decision_basis,confidence
R2D0144,DES0048,P16192,SCH0123,temporal,documented_holdout,earlier collection period versus final time segment,yes,yes,yes,documented_temporal_holdout,EVD1726 | EVD1727,Time determines the split before sample selection and the final test interval uses later parent probes.,high
R2D0145,DES0049,P16192,SCH0124,client,documented_no_holdout,,yes,no,unknown,not_a_client_holdout,EVD1727 | EVD1725,The reported design partitions pooled samples or label groups without using client membership to define training and testing.,high
R2D0146,DES0049,P16192,SCH0124,network,documented_no_holdout,,yes,no,unknown,not_a_network_holdout,EVD1727 | EVD1725,The reported design partitions pooled samples or label groups without using network membership to define training and testing.,high
R2D0147,DES0049,P16192,SCH0124,temporal,documented_holdout,earlier collection period versus final time segment,yes,yes,yes,documented_temporal_holdout,EVD1726 | EVD1727,Time determines the split before sample selection and the final test interval uses later parent probes.,high
R2D0148,DES0050,P16192,SCH0124,client,documented_no_holdout,,yes,no,unknown,not_a_client_holdout,EVD1726 | EVD1725,The reported design partitions pooled samples or label groups without using client membership to define training and testing.,high
R2D0149,DES0050,P16192,SCH0124,network,documented_no_holdout,,yes,no,unknown,not_a_network_holdout,EVD1726 | EVD1725,The reported design partitions pooled samples or label groups without using network membership to define training and testing.,high
R2D0150,DES0050,P16192,SCH0124,temporal,documented_holdout,earlier collection period versus final time segment,yes,yes,yes,documented_temporal_holdout,EVD1726 | EVD1727,Time determines the split before sample selection and the final test interval uses later parent probes.,high
R2D0151,DES0051,P16192,SCH0125,client,documented_no_holdout,,yes,no,unknown,not_a_client_holdout,EVD1727 | EVD1725,The reported design partitions pooled samples or label groups without using client membership to define training and testing.,high
R2D0152,DES0051,P16192,SCH0125,network,documented_no_holdout,,yes,no,unknown,not_a_network_holdout,EVD1727 | EVD1725,The reported design partitions pooled samples or label groups without using network membership to define training and testing.,high
R2D0153,DES0051,P16192,SCH0125,temporal,documented_holdout,earlier collection period versus final time segment,yes,yes,yes,documented_temporal_holdout,EVD1726 | EVD1727,Time determines the split before sample selection and the final test interval uses later parent probes.,high
R2D0154,DES0052,P16192,SCH0125,client,documented_no_holdout,,yes,no,unknown,not_a_client_holdout,EVD1726 | EVD1725,The reported design partitions pooled samples or label groups without using client membership to define training and testing.,high
R2D0155,DES0052,P16192,SCH0125,network,documented_no_holdout,,yes,no,unknown,not_a_network_holdout,EVD1726 | EVD1725,The reported design partitions pooled samples or label groups without using network membership to define training and testing.,high
R2D0156,DES0052,P16192,SCH0125,temporal,documented_holdout,earlier collection period versus final time segment,yes,yes,yes,documented_temporal_holdout,EVD1726 | EVD1727,Time determines the split before sample selection and the final test interval uses later parent probes.,high
R2D0157,DES0053,P16192,SCH0126,client,documented_no_holdout,,yes,no,unknown,not_a_client_holdout,EVD1726 | EVD1725,The reported design partitions pooled samples or label groups without using client membership to define training and testing.,high
R2D0158,DES0053,P16192,SCH0126,network,documented_no_holdout,,yes,no,unknown,not_a_network_holdout,EVD1726 | EVD1725,The reported design partitions pooled samples or label groups without using network membership to define training and testing.,high
R2D0159,DES0053,P16192,SCH0126,temporal,documented_holdout,earlier collection period versus final time segment,yes,yes,yes,documented_temporal_holdout,EVD1726 | EVD1727,Time determines the split before sample selection and the final test interval uses later parent probes.,high
R2D0160,DES0054,P16208,SCH0127,client,documented_no_holdout,,yes,no,unknown,not_a_client_holdout,EVD1732 | EVD1734 | EVD1731,Five-fold cross-validation divides pooled samples into folds and does not define folds using client membership.,high
R2D0161,DES0054,P16208,SCH0127,network,documented_no_holdout,,yes,no,unknown,not_a_network_holdout,EVD1732 | EVD1734 | EVD1731,Five-fold cross-validation divides pooled samples into folds and does not define folds using network membership.,high
R2D0162,DES0054,P16208,SCH0127,temporal,documented_no_holdout,,yes,no,unknown,not_a_temporal_holdout,EVD1732 | EVD1734 | EVD1731,Five-fold cross-validation divides pooled samples into folds and does not define folds using temporal membership.,high
R2D0163,DES0055,P16208,SCH0127,client,not_documented,,yes,unknown,unknown,client_condition_not_documented,EVD1732 | EVD1734,Accessible evidence does not establish a client-defined train-test grouping before sampling or disjoint parent captures.,medium
R2D0164,DES0055,P16208,SCH0127,network,not_documented,,yes,unknown,unknown,network_condition_not_documented,EVD1732 | EVD1734,Accessible evidence does not establish a network-defined train-test grouping before sampling or disjoint parent captures.,medium
R2D0165,DES0055,P16208,SCH0127,temporal,not_documented,,yes,unknown,unknown,temporal_condition_not_documented,EVD1732 | EVD1734,Accessible evidence does not establish a temporal-defined train-test grouping before sampling or disjoint parent captures.,medium
R2D0166,DES0056,P16208,SCH0128,client,documented_no_holdout,,yes,no,unknown,not_a_client_holdout,EVD1732 | EVD1734 | EVD1731,Five-fold cross-validation divides pooled samples into folds and does not define folds using client membership.,high
R2D0167,DES0056,P16208,SCH0128,network,documented_no_holdout,,yes,no,unknown,not_a_network_holdout,EVD1732 | EVD1734 | EVD1731,Five-fold cross-validation divides pooled samples into folds and does not define folds using network membership.,high
R2D0168,DES0056,P16208,SCH0128,temporal,documented_no_holdout,,yes,no,unknown,not_a_temporal_holdout,EVD1732 | EVD1734 | EVD1731,Five-fold cross-validation divides pooled samples into folds and does not define folds using temporal membership.,high
R2D0169,DES0057,P16208,SCH0128,client,documented_no_holdout,,yes,no,unknown,not_a_client_holdout,EVD1730 | EVD1732 | EVD1734,The 4 to 1 split is applied after selecting one day and is not defined by client membership.,high
R2D0170,DES0057,P16208,SCH0128,network,documented_no_holdout,,yes,no,unknown,not_a_network_holdout,EVD1730 | EVD1732 | EVD1734,The 4 to 1 split is applied after selecting one day and is not defined by network membership.,high
R2D0171,DES0057,P16208,SCH0128,temporal,documented_no_holdout,,yes,no,unknown,not_a_temporal_holdout,EVD1730 | EVD1732 | EVD1734,The 4 to 1 split is applied after selecting one day and is not defined by temporal membership.,high
R2D0172,DES0058,P16208,SCH0129,client,documented_no_holdout,,yes,no,unknown,not_a_client_holdout,EVD1732 | EVD1734 | EVD1731,Five-fold cross-validation divides pooled samples into folds and does not define folds using client membership.,high
R2D0173,DES0058,P16208,SCH0129,network,documented_no_holdout,,yes,no,unknown,not_a_network_holdout,EVD1732 | EVD1734 | EVD1731,Five-fold cross-validation divides pooled samples into folds and does not define folds using network membership.,high
R2D0174,DES0058,P16208,SCH0129,temporal,documented_no_holdout,,yes,no,unknown,not_a_temporal_holdout,EVD1732 | EVD1734 | EVD1731,Five-fold cross-validation divides pooled samples into folds and does not define folds using temporal membership.,high
R2D0175,DES0059,P16208,SCH0129,client,not_documented,,yes,unknown,unknown,client_condition_not_documented,EVD1732 | EVD1734,Accessible evidence does not establish a client-defined train-test grouping before sampling or disjoint parent captures.,medium
R2D0176,DES0059,P16208,SCH0129,network,not_documented,,yes,unknown,unknown,network_condition_not_documented,EVD1732 | EVD1734,Accessible evidence does not establish a network-defined train-test grouping before sampling or disjoint parent captures.,medium
R2D0177,DES0059,P16208,SCH0129,temporal,not_documented,,yes,unknown,unknown,temporal_condition_not_documented,EVD1732 | EVD1734,Accessible evidence does not establish a temporal-defined train-test grouping before sampling or disjoint parent captures.,medium
R2D0178,DES0060,P16208,SCH0130,client,documented_no_holdout,,yes,no,unknown,not_a_client_holdout,EVD1732 | EVD1734 | EVD1731,Five-fold cross-validation divides pooled samples into folds and does not define folds using client membership.,high
R2D0179,DES0060,P16208,SCH0130,network,documented_no_holdout,,yes,no,unknown,not_a_network_holdout,EVD1732 | EVD1734 | EVD1731,Five-fold cross-validation divides pooled samples into folds and does not define folds using network membership.,high
R2D0180,DES0060,P16208,SCH0130,temporal,documented_no_holdout,,yes,no,unknown,not_a_temporal_holdout,EVD1732 | EVD1734 | EVD1731,Five-fold cross-validation divides pooled samples into folds and does not define folds using temporal membership.,high
R2D0181,DES0061,P16208,SCH0130,client,not_documented,,yes,unknown,unknown,client_condition_not_documented,EVD1732 | EVD1734,Accessible evidence does not establish a client-defined train-test grouping before sampling or disjoint parent captures.,medium
R2D0182,DES0061,P16208,SCH0130,network,not_documented,,yes,unknown,unknown,network_condition_not_documented,EVD1732 | EVD1734,Accessible evidence does not establish a network-defined train-test grouping before sampling or disjoint parent captures.,medium
R2D0183,DES0061,P16208,SCH0130,temporal,not_documented,,yes,unknown,unknown,temporal_condition_not_documented,EVD1732 | EVD1734,Accessible evidence does not establish a temporal-defined train-test grouping before sampling or disjoint parent captures.,medium
R2D0184,DES0062,P16208,SCH0131,client,documented_no_holdout,,yes,no,unknown,not_a_client_holdout,EVD1732 | EVD1734 | EVD1731,Five-fold cross-validation divides pooled samples into folds and does not define folds using client membership.,high
